record_label,state,district,taluk,village,pincode,latitude,longitude,land_area_acres,land_type,soil_type,irrigation_type,water_availability_score,crop_type,crop_yield_per_acre,season,distance_to_road_km,distance_to_highway_km,distance_to_city_km,distance_to_market_km,nearby_projects,avg_land_price_per_acre,guideline_value,previous_compensation,acquisition_type,urgency_level,market_value,multiplier,solatium,final_compensation_amount
SYNTHETIC,Gujarat,Bhavnagar,Kirari Suleman Nagar,Kara Road,394071,24.378415,71.270557,34.864,commercial,alluvial,drip,7,paddy,17.37,rabi,24.95,38.61,52.99,7.29,none,1686611.22,1584435.3,1487079.01,industrial,critical,1686611.22,2.0,1686611.22,167807413.38
SYNTHETIC,Rajasthan,Udaipur,Phusro,Dora Nagar,319375,23.537257,72.563183,11.68,forest,alluvial,canal,8,vegetables,97.24,rabi,17.2,60.41,150.66,8.21,none,118402.97,84299.34,141984.0,industrial,low,118402.97,2.0,118402.97,4359582.91
SYNTHETIC,Tamil Nadu,Madurai,Guwahati,Sachdev Path,626998,8.32764,78.547829,35.165,forest,black,none,3,cotton,14.89,zaid,3.19,21.91,114.32,47.37,none,806283.5,619558.63,780177.67,highway,critical,806283.5,2.0,806283.5,82626276.97
SYNTHETIC,Telangana,Nizamabad,Begusarai,Ram Nagar,502398,18.272334,79.072164,9.989,residential,sandy,drip,6,maize,28.4,zaid,12.81,29.13,72.96,14.15,airport,2409651.96,1712866.28,2027513.92,railway,high,2409651.96,2.0,2409651.96,70513330.34
SYNTHETIC,Gujarat,Vadodara,Jorhat,Keer Chowk,372959,21.918073,73.325329,21.799,commercial,loamy,rainfed,4,maize,23.02,rabi,20.57,36.17,172.74,43.54,none,755865.92,473515.82,,highway,medium,755865.92,2.0,755865.92,52876026.61
SYNTHETIC,West Bengal,Kolkata,Dewas,Rana Zila,730957,22.488886,89.367733,43.462,residential,laterite,none,2,groundnut,10.65,kharif,20.91,43.21,4.7,47.7,railway,921742.05,751920.87,772792.59,railway,medium,921742.05,1.0,921742.05,73531122.48
SYNTHETIC,Telangana,Karimnagar,Ambala,Varughese,501634,19.225913,78.750972,3.651,waste,black,none,1,fallow,1.29,kharif,19.86,21.66,26.76,29.09,none,1964852.06,1550255.24,1714783.11,industrial,critical,1964852.06,1.0,1964852.06,15184508.06
SYNTHETIC,Karnataka,Belagavi,Jamshedpur,Ghose Chowk,586673,14.702206,78.551892,37.609,waste,sandy,borewell,10,wheat,20.92,perennial,14.86,35.21,54.54,35.17,none,684219.6,594372.26,683816.22,highway,low,684219.6,2.0,684219.6,78583732.92
SYNTHETIC,Madhya Pradesh,Ujjain,Rajpur Sonarpur,Date Ganj,480804,24.165388,79.535219,35.705,agricultural,sandy,none,3,soybean,18.4,perennial,20.92,71.94,142.12,48.56,industrial_zone,481777.46,315737.42,,industrial,low,481777.46,2.0,481777.46,52332203.9
SYNTHETIC,Rajasthan,Kota,Bhusawal,Saran Zila,320701,25.269287,75.78997,48.768,forest,alluvial,borewell,7,maize,18.69,rabi,14.81,20.84,12.17,45.6,none,595607.43,529834.56,,railway,medium,595607.43,1.0,595607.43,58227027.51
SYNTHETIC,Gujarat,Surat,Siliguri,Kuruvilla,387754,21.525736,72.10974,5.103,commercial,black,drip,6,cotton,16.99,zaid,18.38,9.7,102.68,25.11,none,1110846.63,980782.31,978864.46,smart_city,low,1110846.63,2.0,1110846.63,16676898.8
SYNTHETIC,Maharashtra,Pune,Jabalpur,Rama Zila,406260,20.613971,77.803234,1.396,agricultural,sandy,drip,10,vegetables,119.66,rabi,13.17,20.32,135.62,6.73,railway,1072198.8,778961.84,858200.49,smart_city,low,1072198.8,2.0,1072198.8,4690281.58
SYNTHETIC,Maharashtra,Kolhapur,Suryapet,Majumdar Path,414941,17.298022,75.295781,46.636,forest,loamy,rainfed,3,cotton,16.01,zaid,9.63,13.26,102.67,19.7,none,2670748.62,2528540.25,2964185.66,irrigation_project,high,2670748.62,2.0,2670748.62,381716466.77
SYNTHETIC,Tamil Nadu,Chennai,Ahmedabad,Virk,626812,9.71358,77.887131,12.431,commercial,alluvial,rainfed,3,fallow,0.02,rabi,18.11,47.23,24.4,30.21,none,2904692.7,2669977.46,3140678.24,highway,low,2904692.7,1.0,2904692.7,74998345.0
SYNTHETIC,Rajasthan,Udaipur,Gorakhpur,Doctor Marg,318078,26.249808,76.960579,31.261,commercial,black,borewell,9,sugarcane,297.12,kharif,1.98,75.74,153.28,36.68,none,310974.44,244240.49,341782.28,irrigation_project,high,310974.44,2.0,310974.44,30805588.91
SYNTHETIC,Rajasthan,Jodhpur,Tezpur,Chaudhry,346157,23.831122,76.05319,13.891,forest,loamy,none,1,sugarcane,243.43,zaid,4.43,59.27,160.95,48.17,none,191541.18,127813.88,,industrial,high,191541.18,2.0,191541.18,8079119.19
SYNTHETIC,West Bengal,Darjeeling,Phusro,Mangal Zila,743858,23.004324,86.609522,14.045,forest,red,drip,10,wheat,23.73,perennial,18.82,31.28,12.18,46.05,none,1408126.22,1281245.86,1588738.14,smart_city,medium,1408126.22,1.0,1408126.22,41215936.86
SYNTHETIC,Punjab,Ludhiana,Bulandshahr,Rajagopal Road,154909,31.121276,75.575166,14.452,commercial,alluvial,drip,8,cotton,11.79,kharif,4.98,38.83,93.24,26.34,airport,1927899.94,1565493.58,,highway,low,1927899.94,2.0,1927899.94,81024064.4
SYNTHETIC,Madhya Pradesh,Ujjain,Aurangabad,Solanki,480522,24.012343,78.17667,10.108,waste,sandy,borewell,8,sugarcane,347.64,kharif,4.06,73.65,73.11,15.68,railway,556177.97,366533.87,651447.04,highway,critical,556177.97,2.0,556177.97,16263770.59
SYNTHETIC,Punjab,Patiala,Malegaon,Rau Road,154223,31.573018,76.057489,47.438,forest,laterite,canal,10,cotton,9.91,zaid,14.83,72.13,175.53,2.82,none,654341.21,432056.71,571766.49,irrigation_project,high,654341.21,2.0,654341.21,90896441.85
SYNTHETIC,Telangana,Hyderabad,Tadipatri,Ratti,503638,19.740952,77.536115,35.624,forest,black,borewell,7,sugarcane,278.42,zaid,9.66,27.69,180.02,37.22,airport,655974.99,449080.35,608701.74,defence,critical,655974.99,2.0,655974.99,74285763.45
SYNTHETIC,Telangana,Karimnagar,Tenali,Khanna Path,503240,16.757074,80.061974,25.739,residential,sandy,canal,6,sugarcane,351.14,perennial,17.43,19.24,179.04,2.74,none,750871.44,636950.93,,highway,high,750871.44,2.0,750871.44,54511848.22
SYNTHETIC,Tamil Nadu,Chennai,Fatehpur,Pradhan Road,608360,9.707048,79.001421,37.145,waste,red,rainfed,5,paddy,29.88,kharif,26.87,72.51,194.66,38.94,none,588471.76,368556.89,498037.19,irrigation_project,low,588471.76,2.0,588471.76,65106663.19
SYNTHETIC,Tamil Nadu,Madurai,Naihati,Mukhopadhyay Road,640386,10.762627,76.910523,21.027,forest,sandy,rainfed,3,groundnut,12.8,kharif,7.31,63.79,17.76,26.48,none,738049.73,572746.43,799130.99,railway,medium,738049.73,1.0,738049.73,31658273.74
SYNTHETIC,Rajasthan,Kota,Pallavaram,Kari Zila,338077,27.154006,73.209743,30.062,agricultural,black,none,4,wheat,22.17,zaid,9.32,23.41,125.65,7.0,railway,588341.69,487278.14,690232.13,industrial,medium,588341.69,2.0,588341.69,53053120.85
SYNTHETIC,Rajasthan,Bikaner,Dewas,Nagi Chowk,336414,23.448327,76.333481,47.461,residential,laterite,canal,7,cotton,9.33,kharif,18.24,15.26,139.37,4.0,none,422694.96,299525.26,,railway,low,422694.96,2.0,422694.96,64053521.74
SYNTHETIC,Punjab,Ludhiana,Erode,Chakraborty,144408,31.114681,76.830051,49.2,forest,laterite,canal,6,groundnut,13.26,zaid,19.59,48.29,185.04,11.81,none,910858.17,571347.46,,irrigation_project,critical,910858.17,2.0,910858.17,138758999.84
SYNTHETIC,Telangana,Khammam,Mango,Ray Ganj,506377,19.537906,81.07128,14.446,forest,sandy,canal,10,wheat,17.15,kharif,13.74,67.81,197.77,4.07,none,220393.22,161885.3,,defence,medium,220393.22,2.0,220393.22,8936587.89
SYNTHETIC,Telangana,Nizamabad,Hazaribagh,Bhalla Path,517297,17.589182,78.911284,44.464,forest,red,borewell,8,fallow,1.06,kharif,21.29,3.72,11.22,30.6,industrial_zone,2412753.15,1761691.44,2445204.28,defence,medium,2412753.15,1.0,2412753.15,215992724.82
SYNTHETIC,Uttar Pradesh,Varanasi,Amritsar,Toor Road,257627,24.766707,83.681359,14.565,agricultural,alluvial,drip,8,maize,22.86,kharif,1.52,19.64,69.74,41.74,none,956171.69,720766.81,1138330.66,smart_city,critical,956171.69,2.0,956171.69,41409783.48
SYNTHETIC,Karnataka,Hubballi-Dharwad,Bhavnagar,Balakrishnan Circle,575909,17.22106,76.997295,21.486,waste,black,rainfed,3,soybean,13.27,zaid,25.76,30.08,62.17,38.79,railway,2384055.47,2204276.91,2052086.62,railway,critical,2384055.47,2.0,2384055.47,157751596.48
SYNTHETIC,Karnataka,Mangaluru,Nellore,Bhardwaj Ganj,582430,17.15608,75.780021,41.768,waste,loamy,drip,9,fallow,0.88,kharif,7.71,69.0,102.58,19.37,highway,2246802.11,1815057.64,2361854.38,railway,high,2246802.11,2.0,2246802.11,267433021.29
SYNTHETIC,Madhya Pradesh,Gwalior,Patna,Bedi Chowk,465091,25.544144,79.291805,8.743,residential,laterite,none,3,sugarcane,330.85,zaid,0.92,18.8,181.08,32.17,none,103467.11,93318.68,93374.15,smart_city,low,103467.11,2.0,103467.11,2875361.28
SYNTHETIC,Gujarat,Vadodara,Davanagere,Pillay Road,393521,24.284281,70.15128,8.255,commercial,laterite,rainfed,7,fallow,1.63,perennial,18.33,57.52,74.38,11.16,highway,1750115.72,1248255.29,,smart_city,critical,1750115.72,2.0,1750115.72,42728780.07
SYNTHETIC,Uttar Pradesh,Varanasi,Dibrugarh,Dasgupta Marg,250629,28.767396,79.137374,18.712,agricultural,laterite,borewell,9,sugarcane,238.19,zaid,3.76,60.85,119.51,30.65,none,564448.62,489890.86,632486.61,defence,critical,564448.62,2.0,564448.62,33645298.49
SYNTHETIC,Gujarat,Ahmedabad,New Delhi,Suresh Path,365149,24.61185,69.859567,22.349,residential,black,canal,7,sugarcane,306.04,rabi,24.89,6.66,120.28,12.03,none,1283280.89,821317.75,1232594.14,smart_city,medium,1283280.89,2.0,1283280.89,82923492.74
SYNTHETIC,West Bengal,Darjeeling,Belgaum,Palla Chowk,745953,26.033338,86.775601,42.547,residential,loamy,borewell,9,groundnut,11.0,rabi,20.23,22.14,2.36,17.26,none,1293839.42,1085969.61,,smart_city,critical,1293839.42,1.0,1293839.42,100626214.86
SYNTHETIC,Rajasthan,Kota,Ujjain,Chana Road,314888,24.910922,71.074133,32.665,commercial,black,rainfed,7,sugarcane,268.52,rabi,12.01,5.77,46.61,44.21,smart_city,268078.11,181859.38,266565.96,irrigation_project,medium,268078.11,1.0,268078.11,17318477.61
SYNTHETIC,Punjab,Ludhiana,Bhopal,Bawa Marg,140487,30.112102,75.531193,6.098,agricultural,red,rainfed,3,cotton,13.01,perennial,23.74,11.37,73.03,23.46,none,1394067.13,1053470.28,1222963.29,defence,low,1394067.13,2.0,1394067.13,25877882.42
SYNTHETIC,Telangana,Warangal,Aurangabad,Kant Ganj,518030,19.544301,78.878579,23.694,commercial,black,borewell,9,cotton,16.34,rabi,18.59,40.69,65.34,10.65,smart_city,2139997.55,1444125.65,,industrial,medium,2139997.55,2.0,2139997.55,163713086.69
SYNTHETIC,Rajasthan,Udaipur,Tiruppur,Rout Road,317439,23.536929,76.82746,2.324,residential,alluvial,canal,7,soybean,11.47,perennial,9.71,70.58,131.76,15.13,none,562656.98,515511.62,614996.65,irrigation_project,low,562656.98,2.0,562656.98,3943530.74
SYNTHETIC,Rajasthan,Jaipur,Bangalore,Deo Chowk,306939,24.713142,76.943004,33.443,agricultural,alluvial,rainfed,4,vegetables,107.62,rabi,13.59,9.8,76.92,12.06,none,214817.94,187541.43,251519.94,industrial,critical,214817.94,2.0,214817.94,21051899.25
SYNTHETIC,Tamil Nadu,Salem,Ghaziabad,Kapur Nagar,628757,8.735226,79.04664,22.899,waste,laterite,borewell,6,paddy,16.29,zaid,29.21,6.88,77.85,32.67,railway,1059765.97,646637.8,1047520.17,industrial,critical,1059765.97,2.0,1059765.97,75488527.48
SYNTHETIC,Madhya Pradesh,Indore,Narasaraopet,Maharaj Road,478507,25.115989,81.800814,30.79,commercial,loamy,canal,8,vegetables,113.01,perennial,28.11,39.93,49.97,29.31,none,321035.99,240226.98,265935.08,smart_city,critical,321035.99,1.0,321035.99,19392727.4
SYNTHETIC,Tamil Nadu,Salem,Gandhinagar,Sharaf Path,627287,8.350964,80.348372,1.62,residential,red,rainfed,5,sugarcane,200.7,zaid,27.56,45.13,96.93,2.72,highway,1258406.37,1095420.4,1350814.09,defence,critical,1258406.37,2.0,1258406.37,6553147.88
SYNTHETIC,Gujarat,Bhavnagar,Bellary,Mittal Chowk,387083,21.596333,70.388897,16.056,agricultural,black,none,2,sugarcane,319.24,zaid,20.56,4.03,92.49,22.48,none,1549761.01,1005403.53,1489007.98,industrial,critical,1549761.01,2.0,1549761.01,75399287.56
SYNTHETIC,West Bengal,Darjeeling,Bhimavaram,Amble Zila,714632,23.671908,89.397322,26.011,residential,alluvial,drip,7,fallow,0.17,kharif,20.57,73.43,82.28,12.03,railway,558918.24,458881.16,597907.64,irrigation_project,high,558918.24,2.0,558918.24,42692342.28
SYNTHETIC,Telangana,Khammam,Kishanganj,Mandal,508533,19.511083,79.905259,20.208,agricultural,black,none,4,soybean,12.57,zaid,14.21,40.14,176.94,30.39,industrial_zone,515739.71,314694.4,608392.9,defence,critical,515739.71,2.0,515739.71,30687903.06
SYNTHETIC,Madhya Pradesh,Ujjain,Moradabad,Bhatt Chowk,458594,25.998158,78.80437,7.151,agricultural,laterite,drip,6,cotton,8.93,zaid,1.83,70.38,19.93,21.06,smart_city,308743.97,189611.99,337139.23,irrigation_project,low,308743.97,1.0,308743.97,3848585.87
SYNTHETIC,Madhya Pradesh,Jabalpur,Bally,Malhotra Path,468228,21.903889,77.894635,12.811,commercial,black,canal,9,groundnut,10.48,zaid,15.9,78.03,118.3,26.37,industrial_zone,172694.29,152899.03,149980.96,defence,high,172694.29,2.0,172694.29,6860590.66
SYNTHETIC,Rajasthan,Jaipur,Bihar Sharif,Doctor Ganj,310026,25.914791,69.849019,13.991,residential,black,drip,9,soybean,15.23,kharif,25.44,50.75,33.95,16.08,industrial_zone,1025851.82,969894.75,1189801.48,industrial,low,1025851.82,1.0,1025851.82,28841950.93
SYNTHETIC,Madhya Pradesh,Gwalior,Howrah,Raval,471119,23.132959,80.337889,4.693,forest,sandy,rainfed,3,sugarcane,310.33,kharif,9.0,43.57,190.73,15.93,none,138979.69,108454.29,,industrial,low,138979.69,2.0,138979.69,1894081.99
SYNTHETIC,Rajasthan,Udaipur,Kolhapur,Tank Nagar,318836,23.275502,77.177354,37.734,residential,sandy,rainfed,4,maize,29.12,rabi,8.18,75.02,3.54,36.43,none,712313.6,500064.39,574172.12,defence,low,712313.6,1.0,712313.6,56253203.16
SYNTHETIC,Telangana,Hyderabad,Rampur,Ravel Marg,506061,16.563695,78.855225,23.805,agricultural,alluvial,none,1,paddy,29.85,perennial,10.64,26.82,71.83,2.57,none,931939.67,841592.98,912263.34,defence,medium,931939.67,2.0,931939.67,69924327.85
SYNTHETIC,Telangana,Khammam,Vadodara,Gupta,511950,19.168378,79.936068,7.271,forest,red,drip,9,soybean,19.93,kharif,0.35,10.2,117.85,15.22,railway,1053040.66,708498.14,1177288.35,defence,medium,1053040.66,2.0,1053040.66,22975222.49
SYNTHETIC,Gujarat,Bhavnagar,Korba,Soni Circle,383768,22.769504,69.155206,34.145,residential,alluvial,canal,8,soybean,15.25,perennial,4.13,56.75,162.92,6.73,none,563115.57,406833.6,472911.16,highway,critical,563115.57,2.0,563115.57,56535703.86
SYNTHETIC,Rajasthan,Jodhpur,Guna,Garde Road,340713,23.6082,76.020412,33.932,residential,laterite,drip,6,groundnut,12.09,zaid,14.01,73.51,158.04,14.71,railway,147377.64,90289.6,138048.22,railway,high,147377.64,2.0,147377.64,15917041.46
SYNTHETIC,Karnataka,Mangaluru,Durg,Sinha Zila,570328,16.072285,74.933367,45.678,waste,loamy,borewell,10,cotton,17.07,kharif,6.7,42.84,45.64,13.35,highway,784712.4,737088.6,747287.13,highway,critical,784712.4,1.0,784712.4,67706204.82
SYNTHETIC,Maharashtra,Aurangabad,Rampur,Goswami Circle,413185,20.543529,80.493317,32.476,residential,loamy,drip,10,paddy,19.82,kharif,15.38,52.95,113.11,3.94,highway,593736.81,423777.03,547198.6,industrial,high,593736.81,2.0,593736.81,60784781.7
SYNTHETIC,Maharashtra,Aurangabad,Hubli–Dharwad,Pant Ganj,408287,21.594266,74.229355,44.27,waste,loamy,drip,9,maize,16.42,rabi,1.44,55.53,163.96,44.43,highway,2079003.51,1251510.03,,highway,medium,2079003.51,2.0,2079003.51,255859138.78
SYNTHETIC,Madhya Pradesh,Jabalpur,Aizawl,Narula Marg,475677,23.75567,78.060353,5.691,residential,black,canal,10,cotton,10.23,rabi,3.19,37.36,129.96,1.1,none,271911.1,207277.88,290066.31,highway,medium,271911.1,2.0,271911.1,4662815.18
SYNTHETIC,Maharashtra,Nashik,Bhilwara,Menon,404150,19.766269,79.367293,37.755,forest,loamy,rainfed,4,wheat,18.71,perennial,6.51,23.47,195.09,49.42,smart_city,869411.6,679898.91,937442.29,highway,low,869411.6,2.0,869411.6,108846549.95
SYNTHETIC,Maharashtra,Aurangabad,Kochi,Bera Chowk,409299,21.908761,75.878985,45.109,residential,loamy,borewell,9,vegetables,110.15,zaid,7.61,72.82,59.51,18.89,none,3489669.66,2443254.55,,irrigation_project,medium,3489669.66,2.0,3489669.66,481569145.23
SYNTHETIC,Telangana,Karimnagar,Chittoor,Tella Ganj,515245,18.54371,79.26713,35.041,agricultural,loamy,borewell,9,cotton,11.7,kharif,4.61,65.97,63.42,22.98,none,1831472.8,1407304.66,1519029.6,irrigation_project,high,1831472.8,2.0,1831472.8,187464786.44
SYNTHETIC,Uttar Pradesh,Prayagraj,Eluru,Misra Circle,245255,26.025319,81.660311,45.331,residential,black,borewell,6,groundnut,11.85,kharif,20.59,10.37,188.82,17.38,industrial_zone,261460.48,177261.14,294743.15,defence,low,261460.48,2.0,261460.48,38184769.22
SYNTHETIC,Karnataka,Mangaluru,Meerut,Devan Street,573268,17.079972,77.575661,17.462,residential,black,none,3,groundnut,11.84,perennial,21.24,46.49,197.26,50.0,railway,778260.32,572223.48,920425.3,industrial,medium,778260.32,2.0,778260.32,37235665.67
SYNTHETIC,Madhya Pradesh,Indore,Tiruvottiyur,Shankar Marg,457227,24.421394,77.472091,48.732,forest,black,borewell,10,cotton,11.8,perennial,21.16,32.63,193.54,14.23,industrial_zone,182306.95,110153.05,156026.5,irrigation_project,critical,182306.95,2.0,182306.95,28181163.55
SYNTHETIC,Madhya Pradesh,Ujjain,Satna,Buch Street,456476,23.633073,81.30487,39.669,commercial,black,canal,7,sugarcane,232.64,kharif,26.11,37.54,133.61,33.73,none,184381.68,140932.74,148242.41,defence,critical,184381.68,2.0,184381.68,22689856.97
SYNTHETIC,Uttar Pradesh,Agra,Thoothukudi,Munshi Street,218771,26.493099,80.932803,44.933,residential,red,rainfed,4,soybean,16.64,perennial,17.57,19.64,147.65,36.47,none,129372.71,122856.15,112866.41,industrial,critical,129372.71,2.0,129372.71,18140570.82
SYNTHETIC,Gujarat,Ahmedabad,Kolkata,Mahal Chowk,383505,23.748083,73.49445,42.403,forest,red,rainfed,6,soybean,19.65,zaid,13.27,52.0,140.65,9.22,airport,870474.27,572353.55,,defence,medium,870474.27,2.0,870474.27,102550653.0
SYNTHETIC,Tamil Nadu,Madurai,Gulbarga,Dutt,605665,10.847623,78.134735,35.936,commercial,alluvial,canal,10,maize,12.63,perennial,6.79,43.04,112.94,35.16,airport,483779.24,301312.92,,irrigation_project,low,483779.24,2.0,483779.24,50568612.33
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Hubli–Dharwad,Saraf Street,612184,12.850197,78.720446,47.256,residential,red,none,4,cotton,16.68,perennial,12.42,24.92,31.66,42.08,none,1258095.03,889767.6,,smart_city,high,1258095.03,1.0,1258095.03,121322073.7
SYNTHETIC,Tamil Nadu,Salem,Sambhal,Sood Marg,627598,9.533854,80.387085,37.278,forest,laterite,rainfed,3,cotton,13.64,perennial,2.7,2.22,119.21,43.23,highway,733019.5,463035.2,798044.28,irrigation_project,critical,733019.5,2.0,733019.5,88468781.26
SYNTHETIC,Tamil Nadu,Madurai,Kolkata,Walla Nagar,600002,13.376103,78.162896,28.734,waste,red,drip,10,fallow,1.38,kharif,13.58,10.82,22.85,32.55,none,873531.28,750474.83,952294.32,railway,medium,873531.28,1.0,873531.28,45791949.32
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Dindigul,Nagy Nagar,612157,10.186208,76.248459,17.941,agricultural,red,none,3,groundnut,9.45,perennial,5.46,70.78,68.26,29.02,highway,1750144.99,1145966.93,1520948.26,smart_city,medium,1750144.99,2.0,1750144.99,97845310.49
SYNTHETIC,Tamil Nadu,Salem,Surat,Kothari Nagar,613618,10.207918,79.205499,4.849,commercial,alluvial,none,4,wheat,14.44,rabi,2.81,28.54,11.13,24.14,railway,666460.39,462072.67,535797.05,railway,low,666460.39,1.0,666460.39,6679354.58
SYNTHETIC,Uttar Pradesh,Prayagraj,Hapur,Dayal Road,242775,28.945215,79.779749,44.195,agricultural,loamy,rainfed,3,fallow,0.38,perennial,15.66,25.89,150.12,35.88,none,274819.45,192547.32,,industrial,critical,274819.45,2.0,274819.45,35826070.0
SYNTHETIC,Gujarat,Surat,Yamunanagar,Mohan Circle,382497,23.781346,72.66231,39.884,residential,black,canal,9,sugarcane,262.98,kharif,17.54,37.2,131.89,40.88,none,294093.52,249415.48,308796.63,smart_city,critical,294093.52,2.0,294093.52,35402083.79
SYNTHETIC,Punjab,Bathinda,Amritsar,Misra Nagar,149477,29.542042,75.501115,8.355,residential,loamy,rainfed,7,maize,18.22,perennial,9.14,51.37,166.07,49.9,smart_city,890005.02,594256.67,1045810.65,irrigation_project,low,890005.02,2.0,890005.02,21543965.05
SYNTHETIC,Punjab,Amritsar,Sirsa,Viswanathan Circle,146745,31.228783,74.826392,17.527,residential,laterite,canal,7,groundnut,15.99,rabi,20.27,23.91,106.22,42.09,none,639845.66,508459.45,565985.21,industrial,medium,639845.66,2.0,639845.66,32283096.47
SYNTHETIC,Rajasthan,Jodhpur,Raebareli,Oommen Street,330213,29.200192,75.816802,14.442,forest,red,rainfed,7,fallow,0.43,rabi,12.93,9.21,191.14,26.39,railway,60206.99,49561.11,58565.24,highway,high,60206.99,2.0,60206.99,2643962.82
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Secunderabad,Gala Ganj,644258,9.361154,78.660027,40.239,agricultural,laterite,canal,10,fallow,0.28,kharif,3.75,43.65,158.32,10.46,none,952627.72,624992.05,876164.66,industrial,low,952627.72,2.0,952627.72,115651468.05
SYNTHETIC,Madhya Pradesh,Jabalpur,Surat,Kapur Ganj,455066,23.903434,76.87411,16.613,commercial,alluvial,drip,9,maize,13.24,kharif,26.92,63.55,192.55,11.95,none,153122.37,104342.82,155421.61,smart_city,low,153122.37,2.0,153122.37,7399670.12
SYNTHETIC,Uttar Pradesh,Lucknow,Rajpur Sonarpur,Thaman Nagar,222392,28.727899,82.54589,33.146,residential,loamy,canal,10,soybean,12.47,kharif,0.64,29.64,146.05,21.64,none,173428.01,143428.97,177025.85,industrial,low,173428.01,2.0,173428.01,16580847.26
SYNTHETIC,Punjab,Amritsar,Amravati,Barad Path,157888,30.061859,76.881439,7.377,agricultural,alluvial,none,4,cotton,10.46,perennial,22.25,9.25,134.28,39.08,industrial_zone,1793937.37,1539828.29,1622970.24,irrigation_project,low,1793937.37,2.0,1793937.37,39138778.2
SYNTHETIC,Maharashtra,Pune,Rohtak,Bava Circle,419751,17.305027,79.943187,34.728,commercial,alluvial,none,3,sugarcane,234.18,perennial,4.39,70.71,22.71,5.24,airport,3672746.12,2333371.25,3154301.29,railway,high,3672746.12,1.0,3672746.12,262910610.88
SYNTHETIC,Telangana,Karimnagar,Moradabad,Bava Nagar,508329,16.652816,79.958472,31.044,residential,sandy,drip,9,soybean,19.19,perennial,21.9,28.82,101.42,29.46,airport,1511530.63,1025521.07,1704703.99,highway,high,1511530.63,2.0,1511530.63,143145918.8
